token,status,delta_f,f_score_after
sensitivity,rejected,-5.295114510736609e-05,
storage,rejected,-0.00025009371476175657,
analog,rejected,1.2213031173935462e-05,
existence,rejected,-9.20338682427746e-05,
verification,rejected,-0.00018497751399021434,
chain,rejected,-0.00011895412564813523,
heuristic,rejected,-1.3856910724335814e-05,
manager,rejected,-0.00010592536270712105,
scalable,rejected,-0.0003421649043778563,
empirical,rejected,-7.986372831722544e-05,
chaotic,rejected,-9.288495908538197e-05,
challenge,rejected,5.2172943862088816e-05,
generalization,rejected,-9.206708197162516e-05,
portal,rejected,2.5315507778539414e-05,
format,rejected,-0.00013200413260450183,
motor,rejected,-0.00025105604043057506,
compatibility,rejected,5.2172943862088816e-05,
sense,rejected,-6.599165916473804e-05,
openmp,rejected,3.9127651252579554e-05,
displacement,rejected,-0.00010592605467890648,
scene,rejected,-0.00022410719431670278,
mesh,rejected,-0.000329248609520133,
broadcast,rejected,-0.00011896577911318928,
report,rejected,3.9127651252579554e-05,
bank,rejected,-6.597823072448938e-05,
wireless,rejected,-0.00032935766917605025,
list,rejected,5.23382168968467e-05,
closed,rejected,-0.00023719080595430153,
player,rejected,2.6166355109658035e-05,
uniform,rejected,1.2539895761359832e-05,
payoff,rejected,-0.0002110411526012601,
economic,rejected,6.490554731114484e-05,
entanglement,rejected,-0.0004607234236189417,
commercial,rejected,1.2603448228121206e-05,
execution,rejected,-0.00015809955236731343,
acquisition,rejected,-0.0003293439368116935,
broad,rejected,2.570109048630198e-05,
therapy,rejected,-0.00025025534050332476,
agreement,rejected,-5.286408801577491e-05,
institution,rejected,6.546766517967484e-05,
thermal,rejected,-0.00047449839333685295,
projection,rejected,-5.286408801577491e-05,
filtering,rejected,-0.0005137123412455868,
observation,rejected,7.856533236277885e-05,
coupling,rejected,-0.0006850579553730196,
bit,rejected,-0.00011883977935459034,
fact,rejected,3.92764656132194e-05,
attack,rejected,1.2603448228121206e-05,
static,rejected,-0.00027702260659207,
review,rejected,9.166437810254058e-05,
least,rejected,5.2426527318488736e-05,
shear,rejected,-0.0002770926275731389,
ball,rejected,6.553660935129657e-05,
reliable,rejected,-4.3790359488538044e-07,
weak,rejected,-0.00011885408060099967,
upper,rejected,-0.00029018880846606865,
instance,rejected,5.247071085337507e-05,
collection,rejected,-0.00021110874077093222,
visual,rejected,-0.0001717745619507216,
investment,rejected,-0.00031646616583544396,
al,rejected,1.311560541039647e-05,
thing,rejected,2.623259221057328e-05,
passive,rejected,-0.00035577126652711066,
infinity,rejected,2.62685774410909e-05,
retrieval,rejected,-7.943875188923255e-05,
noisy,rejected,-0.00013194811476172075,
central,rejected,-0.00011880622557955411,
background,rejected,-9.251829036258097e-05,
imrt,rejected,6.573729188588673e-05,
approximate,rejected,-0.00031652220230249384,
segmentation,rejected,-0.0002505015738706873,
queue,rejected,-0.00030338865780427104,
expression,rejected,3.943821783242152e-05,
atom,rejected,-0.00017136547123211554,
preference,rejected,-7.937224388962494e-05,
sampling,rejected,-0.00038256371562761515,
binary,rejected,-0.0007251293926874569,
smart,rejected,-2.649074912816629e-05,
photon,rejected,-0.0001979118609395647,
pressure,rejected,-0.0006065704867447563,
carrier,rejected,-0.00032964052380834996,
speech,rejected,-0.0005405108912499568,
tracking,rejected,-0.00026399134072788155,
developer,rejected,-2.6457534799934068e-05,
asynchronous,rejected,-0.0004484429763021991,
lm,rejected,2.6340717492218113e-05,
variant,rejected,6.586221386770119e-05,
base,rejected,-0.0003429466159266814,
satellite,rejected,-1.3285097968801507e-05,
aperture,rejected,-0.00032979087419912623,
side,rejected,1.3148773613802511e-05,
flexibility,rejected,1.3182176155396297e-05,
hard,rejected,-5.277600726916187e-05,
terminal,rejected,5.273704997171835e-05,
primary,rejected,-0.00017157564644870726,
bandwidth,rejected,-0.0002111096214222341,
contribution,rejected,3.955070092115376e-05,
right,rejected,9.23044464370415e-05,
maintenance,rejected,-2.6410268911480905e-05,
tumor,rejected,-7.920856216497851e-05,
third,rejected,6.592479042774602e-05,
analytical,rejected,-0.0001979330205814367,
frame,rejected,-0.00031664494937322374,
hand,rejected,-6.595679011078825e-05,
statistic,rejected,-1.3225312955084112e-05,
population,rejected,-9.231418422020465e-05,
modal,rejected,-0.0003429828431740778,
core,rejected,-1.3225312955084112e-05,
place,rejected,1.3182176155396297e-05,
consideration,rejected,9.23044464370415e-05,
course,rejected,6.592479042774602e-05,
implicit,rejected,-0.00030347391767907017,
infinite,rejected,-0.0002111096214222341,
history,rejected,-0.00023745865175323067,
gaussian,rejected,-0.00015839487271637753,
restriction,rejected,-0.00015833362708275733,
velocity,rejected,-0.00010557432638294562,
cut,rejected,7.918074169943612e-05,
iteration,rejected,-0.00013195676159960534,
routing,rejected,-0.00019796649101241903,
disturbance,rejected,-2.6388009950084612e-05,
school,rejected,5.5712044977340724e-09,
reality,rejected,-6.598046647043887e-05,
mr,rejected,-2.6362912387278836e-05,
monotonicity,rejected,-0.00010557431843699616,
participation,rejected,-6.598046647043887e-05,
expansion,rejected,-0.00022440328107348195,
assignment,rejected,-0.0001319818392989669,
overlay,rejected,-0.00035647433923705063,
latter,rejected,3.9697118246029284e-05,
semantic,rejected,-0.00019801237441624542,
cluster,rejected,-0.00015843951505628562,
regression,rejected,-7.906615167097009e-05,
pc,rejected,-0.00014521411661239103,
voice,rejected,-0.00023768439247362494,
conflict,rejected,3.9697118246029284e-05,
spectrum,rejected,-0.0004095628538398066,
optimum,rejected,-7.897921566935029e-05,
phantom,rejected,-0.00023774290192990488,
equipment,rejected,-0.0001319843487069261,
advanced,rejected,-1.2971021758956258e-05,
facility,rejected,-0.0002244993136680251,
gradient,rejected,-0.00014523212856015766,
mlc,rejected,7.953275773908697e-05,
si,rejected,5.3016231572833306e-05,
detailed,rejected,2.6801712029400626e-05,
option,rejected,5.3016231572833306e-05,
dc,rejected,-1.2971021758956258e-05,
trend,rejected,3.976007141809346e-05,
petri,rejected,7.953275773908697e-05,
propagation,rejected,-0.0006211092673785723,
intelligence,rejected,-0.0002244993136680251,
hypothesis,rejected,-0.0003567561746301018,
item,rejected,6.632278248031032e-05,
manner,rejected,9.286171743200233e-05,
discretization,rejected,-0.00010543975508980896,
mechanical,rejected,-9.217796937022182e-05,
loss,rejected,-0.0002112707663987634,
testing,rejected,-0.0002245367784262653,
convex,rejected,-0.00035687909844062116,
vehicle,rejected,-7.925035631878297e-05,
dynamical,rejected,-0.00029057703637036525,
contact,rejected,7.965893081729458e-05,
girl,rejected,1.3272977100020622e-05,
minimization,rejected,-0.00023780138664292183,
outcome,rejected,-5.270857431494136e-05,
ode,rejected,-3.943557693381061e-05,
proportion,rejected,-5.270857431494136e-05,
proof,rejected,-2.6161175002759052e-05,
proportional,rejected,-5.270857431494136e-05,
observer,rejected,-3.943557693381061e-05,
insight,rejected,3.9823144274642175e-05,
actuation,rejected,-7.889202366923032e-05,
mlp,rejected,2.6547358450534908e-05,
gas,rejected,-0.00023780138664292183,
team,rejected,2.6547358450534908e-05,
arbitrary,rejected,-0.00017183934555864422,
candidate,rejected,6.643514932064276e-05,
us,rejected,6.643514932064276e-05,
block,rejected,-0.000132003433657768,
essential,rejected,5.3145306493695976e-05,
quadratic,rejected,-0.0005952317774189364,
regulation,rejected,-2.613851729105221e-05,
attractive,rejected,2.656984073062807e-05,
college,rejected,-0.00019803659817851926,
characterization,rejected,5.3145306493695976e-05,
assembly,rejected,-0.00014528347662551289,
country,rejected,0.0,
robustness,rejected,0.0,
droplet,rejected,-2.613851729105221e-05,
scientific,rejected,-1.2851464371410604e-05,
organisation,rejected,-6.599123759359893e-05,
relaxation,rejected,-0.00029064387165250727,
understanding,rejected,3.985687037144636e-05,
comparable,rejected,5.3145306493695976e-05,
piezoelectric,rejected,-0.00021131525453765843,
limited,rejected,-1.2851464371410604e-05,
diagnosis,rejected,-0.00011872198472501205,
brief,rejected,9.301905598219085e-05,
vr,rejected,-3.939042452233421e-05,
related,rejected,9.309768516313488e-05,
schema,rejected,-0.0002511538847372874,
answer,rejected,2.6592298776106915e-05,
dependence,rejected,-0.00013198088069482639,
person,rejected,3.989055966963084e-05,
concurrent,rejected,-0.0002511538847372874,
haskell,rejected,3.989055966963084e-05,
induction,rejected,-2.609354482013826e-05,
deviation,rejected,-3.939042452233421e-05,
wavelength,rejected,-0.0001585620213362393,
department,rejected,7.979379105443885e-05,
wire,rejected,-6.597996068402612e-05,
ring,rejected,-3.939042452233421e-05,
html,rejected,1.329544562744811e-05,
torque,rejected,-0.00042308975781452096,
interactive,rejected,-0.00013198088069482639,
liquid,rejected,-3.939042452233421e-05,
mc,rejected,2.6592298776106915e-05,
bus,rejected,-0.00018513753395726917,
wind,rejected,-3.939042452233421e-05,
diffusion,rejected,-0.00014527215462989407,
office,rejected,-0.00013198088069482639,
discipline,rejected,6.649130558517014e-05,
much,rejected,9.309768516313488e-05,
logical,rejected,1.3805543455369662e-05,
analytic,rejected,-0.0002112926594347031,
box,rejected,7.993697740887873e-05,
functional,rejected,-0.00010525925926152535,
synthesis,rejected,6.66106202963368e-05,
collimator,rejected,-0.0003570284392249712,
width,rejected,-7.925292627358749e-05,
table,rejected,-0.0001318937698240874,
spin,rejected,-1.2656236884456273e-05,
female,rejected,-2.5978396207604337e-05,
delta,rejected,-0.00017183495858275055,
deterministic,rejected,-0.00021118585213264485,
fabrication,rejected,-0.00015852263897581098,
phenomenon,rejected,-6.593640939284162e-05,
coding,rejected,-0.00031711244500387537,
transportation,rejected,-0.0002511186743445748,
skill,rejected,6.66106202963368e-05,
decomposition,rejected,-5.2618482237698494e-05,
heat,rejected,-0.0004496398906734811,
extent,rejected,1.3319302770820052e-05,
preliminary,rejected,7.993697740887873e-05,
mixed,rejected,-6.593640939284162e-05,
precision,rejected,9.326474606224933e-05,
foundation,rejected,-6.593640939284162e-05,
feasibility,rejected,-6.593640939284162e-05,
cellular,rejected,-0.00018514586850898462,
ray,rejected,-2.595266019261855e-05,
education,rejected,-0.00021123572901476928,
discussion,rejected,4.0000251404437304e-05,
innovation,rejected,-9.26058098811855e-05,
focus,rejected,5.3336494014455393e-05,
fdg,rejected,1.3332004621724458e-05,
confidence,rejected,-0.000131918539179543,
depth,rejected,-6.594018954719782e-05,
own,rejected,9.345239097174884e-05,
matching,rejected,-0.00046322515916263907,
rational,rejected,-7.851945804071558e-05,
cs,rejected,-6.594018954719782e-05,
style,rejected,-0.0002245631917918156,
likelihood,rejected,-0.00026457214746117286,
oscillation,rejected,8.009780401274647e-05,
harmonic,rejected,-3.9249325785140066e-05,
tcp,rejected,4.0042535268736135e-05,
final,rejected,7.975805584869988e-07,
extra,rejected,5.3392876386226806e-05,
sophisticated,rejected,9.345239097174884e-05,
machining,rejected,-0.00013190134799062614,
turbine,rejected,-1.255280328277264e-05,
camera,rejected,-0.00025126782809414827,
implication,rejected,4.0127240178267076e-05,
firing,rejected,8.026724888859915e-05,
cbr,rejected,-5.2549961288062e-05,
fluid,rejected,-2.5799785477120807e-05,
lattice,rejected,-0.0002112005059903277,
progress,rejected,8.026724888859915e-05,
attempt,rejected,4.0127240178267076e-05,
diagnostic,rejected,-0.0001710898476166567,
identical,rejected,-5.2549961288062e-05,
decoder,rejected,1.3374328376392075e-05,
band,rejected,8.026724888859915e-05,
partner,rejected,4.0127240178267076e-05,
asymptotic,rejected,-0.0003172787917652964,
sum,rejected,2.6750075027226483e-05,
house,rejected,-3.9175582673023346e-05,
visible,rejected,-5.2549961288062e-05,
priori,rejected,5.350582405494464e-05,
blood,rejected,-0.00014523699222912523,
symmetric,rejected,-0.00019870350418815796,
radiation,rejected,-0.0003573598113413845,
conclusion,rejected,0.0,
fraction,rejected,-0.0001719730832747679,
lead,rejected,-6.592292154822266e-05,
dual,rejected,-0.0002112005059903277,
accessible,rejected,-5.2549961288062e-05,
letter,rejected,1.3374328376392075e-05,
likely,rejected,4.0195066324855144e-05,
generic,rejected,-2.5669547938367288e-05,
bad,rejected,5.363015349291178e-05,
automation,rejected,-0.0001451941202157414,
speaker,rejected,-0.00037081806382455174,
mixture,rejected,-0.00017199236830722775,
electron,rejected,6.704124880851925e-05,
unified,rejected,-0.0004635471737521324,
setup,rejected,-5.248190083639859e-05,
little,rejected,5.363015349291178e-05,
art,rejected,5.363015349291178e-05,
quantization,rejected,-0.00015859395516576447,
loading,rejected,-0.0005295243968334029,
joint,rejected,-2.5669547938367288e-05,
transform,rejected,-0.0001317928632307841,
radius,rejected,-5.248190083639859e-05,
estimator,rejected,-0.00023791617852308988,
international,rejected,-0.0003440394938154512,
metal,rejected,-0.0002111206608962357,
deliverable,rejected,-3.907643570361108e-05,
equivalence,rejected,-5.248190083639859e-05,
career,rejected,-6.588594356327082e-05,
silicon,rejected,6.704124880851925e-05,
consistency,rejected,-0.00018538935986645022,
